priceDate,minPrice,avgPrice,maxPrice,item,market
2023-03-21,35000,35000,35000,참돔,자갈치
2023-03-22,35000,35000,35000,참돔,자갈치
2023-03-23,35000,42500,50000,참돔,자갈치
2023-03-24,50000,50000,50000,참돔,자갈치
2023-03-25,35000,35000,35000,참돔,자갈치
2023-03-26,35000,42500,50000,참돔,자갈치
2023-03-27,35000,42500,50000,참돔,자갈치
2023-03-28,35000,35000,35000,참돔,자갈치
2023-03-29,35000,42500,50000,참돔,자갈치
2023-03-30,35000,42500,50000,참돔,자갈치
2023-03-31,35000,40000,50000,참돔,자갈치
2023-04-01,35000,42500,50000,참돔,자갈치
2023-04-02,35000,35000,35000,참돔,자갈치
2023-04-03,35000,40000,50000,참돔,자갈치
2023-04-04,35000,42500,50000,참돔,자갈치
2023-04-05,35000,42500,50000,참돔,자갈치
2023-04-06,35000,35000,35000,참돔,자갈치
2023-04-07,35000,40000,50000,참돔,자갈치
2023-04-08,35000,42500,50000,참돔,자갈치
2023-04-09,35000,42500,50000,참돔,자갈치
2023-04-10,35000,40000,50000,참돔,자갈치
2023-04-11,35000,42500,50000,참돔,자갈치
2023-04-12,35000,35000,35000,참돔,자갈치
2023-04-13,35000,40000,50000,참돔,자갈치
2023-04-14,35000,42500,50000,참돔,자갈치
2023-04-15,35000,42500,50000,참돔,자갈치
2023-04-16,35000,40000,50000,참돔,자갈치
2023-04-17,35000,42500,50000,참돔,자갈치
2023-04-19,35000,42500,50000,참돔,자갈치
2023-04-20,35000,35000,35000,참돔,자갈치
2023-04-21,35000,42500,50000,참돔,자갈치
2023-04-22,35000,42500,50000,참돔,자갈치
2023-04-23,35000,35000,35000,참돔,자갈치
2023-04-24,35000,42500,50000,참돔,자갈치
2023-04-25,35000,42500,50000,참돔,자갈치
2023-04-26,35000,35000,35000,참돔,자갈치
2023-04-27,35000,42500,50000,참돔,자갈치
2023-04-28,35000,42500,50000,참돔,자갈치
2023-04-29,35000,40000,50000,참돔,자갈치
2023-04-30,35000,42500,50000,참돔,자갈치
2023-05-01,35000,42500,50000,참돔,자갈치
2023-05-03,35000,42500,50000,참돔,자갈치
2023-05-04,35000,40000,50000,참돔,자갈치
2023-05-05,35000,42500,50000,참돔,자갈치
2023-05-06,35000,42500,50000,참돔,자갈치
2023-05-07,35000,40000,50000,참돔,자갈치
2023-05-08,35000,35000,35000,참돔,자갈치
2023-05-09,35000,42500,50000,참돔,자갈치
2023-05-10,35000,40000,50000,참돔,자갈치
2023-05-11,35000,42500,50000,참돔,자갈치
2023-05-12,35000,42500,50000,참돔,자갈치
2023-05-13,35000,35000,35000,참돔,자갈치
2023-05-14,35000,42500,50000,참돔,자갈치
2023-05-15,35000,35000,35000,참돔,자갈치
2023-05-17,35000,40000,50000,참돔,자갈치
2023-05-18,35000,42500,50000,참돔,자갈치
2023-05-19,35000,42500,50000,참돔,자갈치
2023-05-20,35000,40000,50000,참돔,자갈치
2023-05-21,35000,42500,50000,참돔,자갈치
2023-05-22,35000,42500,50000,참돔,자갈치
2023-05-23,35000,40000,50000,참돔,자갈치
2023-05-24,35000,42500,50000,참돔,자갈치
2023-05-25,35000,42500,50000,참돔,자갈치
2023-05-26,35000,40000,50000,참돔,자갈치
2023-05-27,35000,35000,35000,참돔,자갈치
2023-05-28,35000,42500,50000,참돔,자갈치
2023-05-29,35000,40000,50000,참돔,자갈치
2023-05-30,35000,42500,50000,참돔,자갈치
2023-05-31,35000,42500,50000,참돔,자갈치
2023-06-01,35000,40000,50000,참돔,자갈치
2023-06-02,35000,42500,50000,참돔,자갈치
2023-06-03,35000,42500,50000,참돔,자갈치
2023-06-04,35000,35000,35000,참돔,자갈치
2023-06-05,35000,42500,50000,참돔,자갈치
2023-06-07,35000,42500,50000,참돔,자갈치
2023-06-08,35000,40000,50000,참돔,자갈치
2023-06-09,35000,42500,50000,참돔,자갈치
2023-06-10,35000,42500,50000,참돔,자갈치
2023-06-11,35000,35000,35000,참돔,자갈치
2023-06-12,35000,42500,50000,참돔,자갈치
2023-06-13,35000,35000,35000,참돔,자갈치
2023-06-14,35000,40000,50000,참돔,자갈치
2023-06-15,35000,42500,50000,참돔,자갈치
2023-06-16,35000,42500,50000,참돔,자갈치
2023-06-17,35000,40000,50000,참돔,자갈치
2023-06-18,35000,42500,50000,참돔,자갈치
2023-06-19,35000,35000,35000,참돔,자갈치
2023-06-21,35000,35000,35000,참돔,자갈치
2023-06-22,35000,42500,50000,참돔,자갈치
2023-06-23,35000,42500,50000,참돔,자갈치
2023-06-24,35000,42500,50000,참돔,자갈치
2023-06-25,35000,40000,50000,참돔,자갈치
2023-06-26,35000,42500,50000,참돔,자갈치
2023-06-27,35000,42500,50000,참돔,자갈치
2023-06-28,35000,40000,50000,참돔,자갈치
2023-06-29,35000,42500,50000,참돔,자갈치
2023-06-30,35000,42500,50000,참돔,자갈치
2023-07-01,35000,40000,50000,참돔,자갈치
2023-07-02,35000,42500,50000,참돔,자갈치
2023-07-03,35000,42500,50000,참돔,자갈치
2023-07-05,35000,40000,50000,참돔,자갈치
2023-07-06,35000,42500,50000,참돔,자갈치
2023-07-07,35000,35000,35000,참돔,자갈치
2023-07-08,35000,35000,35000,참돔,자갈치
2023-07-09,35000,40000,50000,참돔,자갈치
2023-07-10,35000,35000,35000,참돔,자갈치
2023-07-11,35000,42500,50000,참돔,자갈치
2023-07-12,35000,40000,50000,참돔,자갈치
2023-07-13,35000,35000,35000,참돔,자갈치
2023-07-14,35000,42500,50000,참돔,자갈치
2023-07-15,35000,40000,50000,참돔,자갈치
2023-07-16,35000,42500,50000,참돔,자갈치
2023-07-17,35000,42500,50000,참돔,자갈치
2023-07-19,35000,40000,50000,참돔,자갈치
2023-07-20,35000,42500,50000,참돔,자갈치
2023-07-21,35000,42500,50000,참돔,자갈치
2023-07-22,35000,42500,50000,참돔,자갈치
2023-07-23,35000,40000,50000,참돔,자갈치
2023-07-24,35000,42500,50000,참돔,자갈치
2023-07-25,35000,42500,50000,참돔,자갈치
2023-07-26,35000,40000,50000,참돔,자갈치
2023-07-27,35000,42500,50000,참돔,자갈치
2023-07-28,35000,42500,50000,참돔,자갈치
2023-07-29,35000,40000,50000,참돔,자갈치
2023-07-30,35000,42500,50000,참돔,자갈치
2023-07-31,35000,35000,35000,참돔,자갈치
2023-08-02,35000,42500,50000,참돔,자갈치
2023-08-03,35000,40000,50000,참돔,자갈치
2023-08-04,35000,42500,50000,참돔,자갈치
2023-08-05,35000,42500,50000,참돔,자갈치
2023-08-06,35000,42500,50000,참돔,자갈치
2023-08-07,35000,42500,50000,참돔,자갈치
2023-08-08,35000,42500,50000,참돔,자갈치
2023-08-09,35000,42500,50000,참돔,자갈치
2023-08-10,35000,35000,35000,참돔,자갈치
2023-08-11,35000,42500,50000,참돔,자갈치
2023-08-12,35000,42500,50000,참돔,자갈치
2023-08-13,35000,35000,35000,참돔,자갈치
2023-08-14,35000,42500,50000,참돔,자갈치
2023-08-16,35000,42500,50000,참돔,자갈치
2023-08-17,35000,42500,50000,참돔,자갈치
2023-08-18,35000,42500,50000,참돔,자갈치
2023-08-19,35000,35000,35000,참돔,자갈치
2023-08-20,35000,42500,50000,참돔,자갈치
2023-08-21,35000,42500,50000,참돔,자갈치
2023-08-22,35000,40000,50000,참돔,자갈치
2023-08-23,35000,42500,50000,참돔,자갈치
2023-08-24,35000,42500,50000,참돔,자갈치
2023-08-25,35000,40000,50000,참돔,자갈치
2023-08-26,35000,42500,50000,참돔,자갈치
2023-08-27,35000,42500,50000,참돔,자갈치
2023-08-28,35000,35000,35000,참돔,자갈치
2023-08-29,35000,35000,35000,참돔,자갈치
2023-08-30,35000,42500,50000,참돔,자갈치
2023-08-31,35000,40000,50000,참돔,자갈치
2023-09-01,35000,42500,50000,참돔,자갈치
2023-09-02,35000,40000,50000,참돔,자갈치
2023-09-03,35000,42500,50000,참돔,자갈치
2023-09-04,35000,42500,50000,참돔,자갈치
2023-09-06,35000,40000,50000,참돔,자갈치
2023-09-07,35000,42500,50000,참돔,자갈치
2023-09-08,35000,42500,50000,참돔,자갈치
2023-09-09,35000,42500,50000,참돔,자갈치
2023-09-10,35000,40000,50000,참돔,자갈치
2023-09-11,35000,42500,50000,참돔,자갈치
2023-09-12,35000,42500,50000,참돔,자갈치
2023-09-13,35000,40000,50000,참돔,자갈치
2023-09-14,35000,42500,50000,참돔,자갈치
2023-09-15,35000,42500,50000,참돔,자갈치
2023-09-16,35000,40000,50000,참돔,자갈치
2023-09-17,35000,42500,50000,참돔,자갈치
2023-09-18,35000,42500,50000,참돔,자갈치
2023-09-19,35000,35000,35000,참돔,자갈치
2023-09-20,35000,35000,35000,참돔,자갈치
2023-09-21,35000,42500,50000,참돔,자갈치
2023-09-22,35000,40000,50000,참돔,자갈치
2023-09-23,35000,42500,50000,참돔,자갈치
2023-09-24,35000,42500,50000,참돔,자갈치
2023-09-25,35000,40000,50000,참돔,자갈치
2023-09-26,35000,35000,35000,참돔,자갈치
2023-09-27,35000,35000,35000,참돔,자갈치
2023-09-28,35000,40000,50000,참돔,자갈치
2023-10-01,35000,42500,50000,참돔,자갈치
2023-10-02,35000,35000,35000,참돔,자갈치
2023-10-04,35000,42500,50000,참돔,자갈치
2023-10-05,35000,35000,35000,참돔,자갈치
2023-10-06,35000,42500,50000,참돔,자갈치
2023-10-07,35000,35000,35000,참돔,자갈치
2023-10-08,35000,35000,35000,참돔,자갈치
2023-10-09,35000,42500,50000,참돔,자갈치
2023-10-10,35000,35000,35000,참돔,자갈치
2023-10-11,35000,35000,35000,참돔,자갈치
2023-10-12,35000,42500,50000,참돔,자갈치
2023-10-13,35000,42500,50000,참돔,자갈치
2023-10-14,35000,42500,50000,참돔,자갈치
2023-10-15,35000,40000,50000,참돔,자갈치
2023-10-16,35000,42500,50000,참돔,자갈치
2023-10-18,35000,40000,50000,참돔,자갈치
2023-10-19,35000,42500,50000,참돔,자갈치
2023-10-20,35000,40000,50000,참돔,자갈치
2023-10-21,35000,42500,50000,참돔,자갈치
2023-10-22,35000,42500,50000,참돔,자갈치
2023-10-23,35000,40000,50000,참돔,자갈치
2023-10-24,50000,50000,50000,참돔,자갈치
2023-10-25,35000,42500,50000,참돔,자갈치
2023-10-26,35000,40000,50000,참돔,자갈치
2023-10-27,35000,42500,50000,참돔,자갈치
2023-10-28,35000,42500,50000,참돔,자갈치
2023-10-29,35000,40000,50000,참돔,자갈치
2023-10-30,35000,35000,35000,참돔,자갈치
2023-10-31,35000,42500,50000,참돔,자갈치
2023-11-01,35000,40000,50000,참돔,자갈치
2023-11-02,35000,35000,35000,참돔,자갈치
2023-11-03,35000,35000,35000,참돔,자갈치
2023-11-04,35000,40000,50000,참돔,자갈치
2023-11-05,35000,42500,50000,참돔,자갈치
2023-11-06,35000,35000,35000,참돔,자갈치
2023-11-08,35000,40000,50000,참돔,자갈치
2023-11-09,35000,35000,35000,참돔,자갈치
2023-11-10,35000,42500,50000,참돔,자갈치
2023-11-11,35000,40000,50000,참돔,자갈치
2023-11-12,35000,35000,35000,참돔,자갈치
2023-11-13,35000,42500,50000,참돔,자갈치
2023-11-14,35000,40000,50000,참돔,자갈치
2023-11-15,35000,42500,50000,참돔,자갈치
2023-11-16,35000,35000,35000,참돔,자갈치
2023-11-17,35000,40000,50000,참돔,자갈치
2023-11-18,35000,42500,50000,참돔,자갈치
2023-11-19,35000,42500,50000,참돔,자갈치
2023-11-20,35000,35000,35000,참돔,자갈치
2023-11-22,35000,42500,50000,참돔,자갈치
2023-11-23,35000,40000,50000,참돔,자갈치
2023-11-24,35000,35000,35000,참돔,자갈치
2023-11-25,35000,42500,50000,참돔,자갈치
2023-11-26,35000,35000,35000,참돔,자갈치
2023-11-27,35000,35000,35000,참돔,자갈치
2023-11-28,35000,42500,50000,참돔,자갈치
2023-11-29,35000,35000,35000,참돔,자갈치
2023-11-30,35000,35000,35000,참돔,자갈치
2023-12-01,35000,42500,50000,참돔,자갈치
2023-12-02,35000,35000,35000,참돔,자갈치
2023-12-03,35000,35000,35000,참돔,자갈치
2023-12-04,35000,42500,50000,참돔,자갈치
2023-12-06,35000,42500,50000,참돔,자갈치
2023-12-07,35000,40000,50000,참돔,자갈치
2023-12-08,35000,42500,50000,참돔,자갈치
2023-12-09,35000,42500,50000,참돔,자갈치
2023-12-10,35000,42500,50000,참돔,자갈치
2023-12-11,35000,35000,35000,참돔,자갈치
2023-12-12,35000,35000,35000,참돔,자갈치
2023-12-13,35000,35000,35000,참돔,자갈치
2023-12-14,35000,40000,50000,참돔,자갈치
2023-12-15,35000,35000,35000,참돔,자갈치
2023-12-16,35000,42500,50000,참돔,자갈치
2023-12-17,35000,35000,35000,참돔,자갈치
2023-12-18,35000,35000,35000,참돔,자갈치
2023-12-20,35000,40000,50000,참돔,자갈치
2023-12-21,35000,35000,35000,참돔,자갈치
2023-12-22,35000,35000,35000,참돔,자갈치
2023-12-23,35000,40000,50000,참돔,자갈치
2023-12-24,35000,35000,35000,참돔,자갈치
2023-12-25,35000,42500,50000,참돔,자갈치
2023-12-27,35000,40000,50000,참돔,자갈치
2023-12-28,35000,35000,35000,참돔,자갈치
2023-12-29,35000,42500,50000,참돔,자갈치
2023-12-30,35000,35000,35000,참돔,자갈치
2023-12-31,35000,35000,35000,참돔,자갈치
2024-01-01,35000,42500,50000,참돔,자갈치
2024-01-03,35000,40000,50000,참돔,자갈치
2024-01-04,35000,42500,50000,참돔,자갈치
2024-01-05,35000,35000,35000,참돔,자갈치
2024-01-06,35000,40000,50000,참돔,자갈치
2024-01-07,35000,35000,35000,참돔,자갈치
2024-01-08,35000,42500,50000,참돔,자갈치
2024-01-09,35000,40000,50000,참돔,자갈치
2024-01-10,35000,42500,50000,참돔,자갈치
2024-01-11,35000,42500,50000,참돔,자갈치
2024-01-12,35000,40000,50000,참돔,자갈치
2024-01-13,35000,35000,35000,참돔,자갈치
2024-01-14,35000,42500,50000,참돔,자갈치
2024-01-15,35000,40000,50000,참돔,자갈치
2024-01-17,35000,42500,50000,참돔,자갈치
2024-01-18,35000,35000,35000,참돔,자갈치
2024-01-19,35000,42500,50000,참돔,자갈치
2024-01-20,35000,42500,50000,참돔,자갈치
2024-01-21,35000,35000,35000,참돔,자갈치
2024-01-22,35000,35000,35000,참돔,자갈치
2024-01-23,35000,42500,50000,참돔,자갈치
2024-01-24,35000,42500,50000,참돔,자갈치
2024-01-25,35000,40000,50000,참돔,자갈치
2024-01-26,35000,42500,50000,참돔,자갈치
2024-01-27,35000,42500,50000,참돔,자갈치
2024-01-28,35000,35000,35000,참돔,자갈치
2024-01-29,35000,42500,50000,참돔,자갈치
2024-01-30,35000,35000,35000,참돔,자갈치
2024-01-31,35000,40000,50000,참돔,자갈치
2024-02-01,35000,42500,50000,참돔,자갈치
2024-02-02,50000,50000,50000,참돔,자갈치
2024-02-03,35000,35000,35000,참돔,자갈치
2024-02-04,35000,42500,50000,참돔,자갈치
2024-02-05,35000,42500,50000,참돔,자갈치
2024-02-06,35000,42500,50000,참돔,자갈치
2024-02-07,35000,42500,50000,참돔,자갈치
2024-02-08,35000,35000,35000,참돔,자갈치
2024-02-09,35000,42500,50000,참돔,자갈치
2024-02-12,35000,42500,50000,참돔,자갈치
2024-02-13,35000,40000,50000,참돔,자갈치
2024-02-14,35000,42500,50000,참돔,자갈치
2024-02-15,35000,35000,35000,참돔,자갈치
2024-02-16,35000,35000,35000,참돔,자갈치
2024-02-17,35000,42500,50000,참돔,자갈치
2024-02-18,35000,42500,50000,참돔,자갈치
2024-02-19,35000,35000,35000,참돔,자갈치
2024-02-21,35000,42500,50000,참돔,자갈치
2024-02-22,35000,35000,35000,참돔,자갈치
2024-02-23,35000,40000,50000,참돔,자갈치
2024-02-24,35000,42500,50000,참돔,자갈치
2024-02-25,35000,42500,50000,참돔,자갈치
2024-02-26,35000,40000,50000,참돔,자갈치
2024-02-27,35000,35000,35000,참돔,자갈치
2024-02-28,50000,50000,50000,참돔,자갈치
2024-02-29,35000,35000,35000,참돔,자갈치
2024-03-01,50000,50000,50000,참돔,자갈치
2024-03-03,35000,35000,35000,참돔,자갈치
2024-03-04,35000,35000,35000,참돔,자갈치
2024-03-06,35000,35000,35000,참돔,자갈치
2024-03-07,50000,50000,50000,참돔,자갈치
2024-03-08,50000,50000,50000,참돔,자갈치
2024-03-09,35000,35000,35000,참돔,자갈치
2024-03-10,35000,35000,35000,참돔,자갈치
2024-03-11,50000,50000,50000,참돔,자갈치
2024-03-12,50000,50000,50000,참돔,자갈치
2024-03-13,50000,50000,50000,참돔,자갈치
2024-03-14,50000,50000,50000,참돔,자갈치
2024-03-15,35000,35000,35000,참돔,자갈치
2024-03-16,50000,50000,50000,참돔,자갈치
2024-03-17,50000,50000,50000,참돔,자갈치
2024-03-18,50000,50000,50000,참돔,자갈치
2024-03-20,50000,50000,50000,참돔,자갈치
2024-03-21,50000,50000,50000,참돔,자갈치
2024-03-22,50000,50000,50000,참돔,자갈치
2024-03-23,50000,50000,50000,참돔,자갈치
2024-03-24,35000,35000,35000,참돔,자갈치
2024-03-25,50000,50000,50000,참돔,자갈치
2024-03-26,50000,50000,50000,참돔,자갈치
2024-03-27,35000,35000,35000,참돔,자갈치
2024-03-28,50000,50000,50000,참돔,자갈치
2024-03-29,50000,50000,50000,참돔,자갈치
2024-03-30,35000,35000,35000,참돔,자갈치
2024-03-31,50000,50000,50000,참돔,자갈치
2024-04-01,50000,50000,50000,참돔,자갈치
2024-04-03,50000,50000,50000,참돔,자갈치
2024-04-04,35000,35000,35000,참돔,자갈치
2024-04-05,35000,35000,35000,참돔,자갈치
2024-04-06,50000,50000,50000,참돔,자갈치
2024-04-07,35000,35000,35000,참돔,자갈치
2024-04-08,35000,35000,35000,참돔,자갈치
2024-04-09,50000,50000,50000,참돔,자갈치
2024-04-10,35000,35000,35000,참돔,자갈치
2024-04-11,50000,50000,50000,참돔,자갈치
2024-04-12,35000,35000,35000,참돔,자갈치
2024-04-13,35000,35000,35000,참돔,자갈치
2024-04-14,35000,35000,35000,참돔,자갈치
2024-04-15,50000,50000,50000,참돔,자갈치
2024-04-17,50000,50000,50000,참돔,자갈치
2024-04-18,35000,35000,35000,참돔,자갈치
2024-04-19,50000,50000,50000,참돔,자갈치
2024-04-20,50000,50000,50000,참돔,자갈치
2024-04-21,35000,35000,35000,참돔,자갈치
2024-04-22,50000,50000,50000,참돔,자갈치
2024-04-23,50000,50000,50000,참돔,자갈치
2024-04-24,35000,35000,35000,참돔,자갈치
2024-04-25,30000,30000,30000,참돔,자갈치
2024-04-26,30000,35000,50000,참돔,자갈치
2024-04-27,30000,35000,50000,참돔,자갈치
2024-04-28,30000,32500,35000,참돔,자갈치
2024-04-29,30000,35000,50000,참돔,자갈치
2024-05-01,30000,35000,50000,참돔,자갈치
2024-05-02,30000,32500,35000,참돔,자갈치
2024-05-03,35000,42500,50000,참돔,자갈치
2024-05-04,30000,35000,50000,참돔,자갈치
2024-05-05,30000,35000,50000,참돔,자갈치
2024-05-06,30000,35000,50000,참돔,자갈치
2024-05-08,30000,35000,50000,참돔,자갈치
2024-05-09,30000,33340,35000,참돔,자갈치
2024-05-10,30000,35000,50000,참돔,자갈치
2024-05-11,30000,35000,50000,참돔,자갈치
2024-05-12,30000,33340,35000,참돔,자갈치
2024-05-13,30000,35000,50000,참돔,자갈치
2024-05-14,30000,35000,50000,참돔,자갈치
2024-05-15,30000,32500,35000,참돔,자갈치
2024-05-16,30000,40000,50000,참돔,자갈치
2024-05-17,30000,35000,50000,참돔,자갈치
2024-05-18,30000,35000,50000,참돔,자갈치
2024-05-19,30000,35000,50000,참돔,자갈치
2024-05-20,30000,35000,50000,참돔,자갈치
2024-05-22,30000,35000,50000,참돔,자갈치
2024-05-23,30000,35000,50000,참돔,자갈치
2024-05-24,30000,30000,30000,참돔,자갈치
2024-05-25,30000,35000,50000,참돔,자갈치
2024-05-26,30000,35000,50000,참돔,자갈치
2024-05-27,30000,35000,50000,참돔,자갈치
2024-05-28,30000,32500,35000,참돔,자갈치
2024-05-29,30000,35000,50000,참돔,자갈치
2024-05-30,30000,35000,50000,참돔,자갈치
2024-05-31,30000,35000,50000,참돔,자갈치
2024-06-01,30000,35000,50000,참돔,자갈치
2024-06-02,30000,35000,50000,참돔,자갈치
2024-06-03,30000,35000,50000,참돔,자갈치
2024-06-05,30000,35000,50000,참돔,자갈치
2024-06-06,30000,35000,50000,참돔,자갈치
2024-06-07,30000,32500,35000,참돔,자갈치
2024-06-08,30000,35000,50000,참돔,자갈치
2024-06-09,30000,35000,50000,참돔,자갈치
2024-06-10,30000,35000,50000,참돔,자갈치
2024-06-11,30000,33340,35000,참돔,자갈치
2024-06-12,30000,30000,30000,참돔,자갈치
2024-06-13,30000,40000,50000,참돔,자갈치
2024-06-14,30000,35000,50000,참돔,자갈치
2024-06-15,30000,35000,50000,참돔,자갈치
2024-06-16,30000,35000,50000,참돔,자갈치
2024-06-17,30000,35000,50000,참돔,자갈치
2024-06-19,30000,35000,50000,참돔,자갈치
2024-06-20,30000,35000,50000,참돔,자갈치
2024-06-21,30000,35000,50000,참돔,자갈치
2024-06-22,30000,35000,50000,참돔,자갈치
2024-06-23,30000,35000,50000,참돔,자갈치
2024-06-24,30000,35000,50000,참돔,자갈치
2024-06-25,30000,35000,50000,참돔,자갈치
2024-06-26,30000,35000,50000,참돔,자갈치
2024-06-27,30000,32500,35000,참돔,자갈치
2024-06-28,30000,35000,50000,참돔,자갈치
2024-06-29,30000,35000,50000,참돔,자갈치
2024-06-30,30000,35000,50000,참돔,자갈치
2024-07-01,30000,35000,50000,참돔,자갈치
2024-07-03,30000,35000,50000,참돔,자갈치
2024-07-04,30000,35000,50000,참돔,자갈치
2024-07-05,30000,35000,50000,참돔,자갈치
2024-07-06,30000,35000,50000,참돔,자갈치
2024-07-07,30000,35000,50000,참돔,자갈치
2024-07-08,30000,35000,50000,참돔,자갈치
2024-07-09,30000,35000,50000,참돔,자갈치
2024-07-10,30000,32500,35000,참돔,자갈치
2024-07-11,30000,35000,50000,참돔,자갈치
2024-07-12,30000,35000,50000,참돔,자갈치
2024-07-13,30000,35000,50000,참돔,자갈치
2024-07-14,30000,35000,50000,참돔,자갈치
2024-07-15,30000,35000,50000,참돔,자갈치
2024-07-16,30000,30000,30000,참돔,자갈치
2024-07-17,30000,35000,50000,참돔,자갈치
2024-07-18,30000,33340,35000,참돔,자갈치
2024-07-19,30000,32500,35000,참돔,자갈치
2024-07-20,30000,35000,50000,참돔,자갈치
2024-07-21,30000,35000,50000,참돔,자갈치
2024-07-22,30000,32500,35000,참돔,자갈치
2024-07-23,30000,35000,50000,참돔,자갈치
2024-07-24,30000,35000,50000,참돔,자갈치
2024-07-25,30000,35000,50000,참돔,자갈치
2024-07-26,30000,35000,50000,참돔,자갈치
2024-07-27,30000,35000,50000,참돔,자갈치
2024-07-28,30000,35000,50000,참돔,자갈치
2024-07-29,30000,35000,50000,참돔,자갈치
2024-07-30,30000,30000,30000,참돔,자갈치
2024-07-31,30000,35000,50000,참돔,자갈치
2024-08-01,30000,35000,50000,참돔,자갈치
2024-08-02,30000,32500,35000,참돔,자갈치
2024-08-03,30000,35000,50000,참돔,자갈치
2024-08-04,30000,35000,50000,참돔,자갈치
2024-08-05,30000,32500,35000,참돔,자갈치
2024-08-07,30000,35000,50000,참돔,자갈치
2024-08-08,30000,33340,35000,참돔,자갈치
2024-08-09,30000,35000,50000,참돔,자갈치
2024-08-10,30000,35000,50000,참돔,자갈치
2024-08-11,30000,33340,35000,참돔,자갈치
2024-08-12,30000,32500,35000,참돔,자갈치
2024-08-13,30000,35000,50000,참돔,자갈치
2024-08-14,30000,35000,50000,참돔,자갈치
2024-08-15,30000,35000,50000,참돔,자갈치
2024-08-16,30000,35000,50000,참돔,자갈치
2024-08-17,30000,35000,50000,참돔,자갈치
2024-08-18,30000,35000,50000,참돔,자갈치
2024-08-19,30000,35000,50000,참돔,자갈치
2024-08-21,30000,32500,35000,참돔,자갈치
2024-08-22,30000,35000,50000,참돔,자갈치
2024-08-23,30000,35000,50000,참돔,자갈치
2024-08-24,30000,32500,35000,참돔,자갈치
2024-08-25,30000,35000,50000,참돔,자갈치
2024-08-26,30000,35000,50000,참돔,자갈치
2024-08-27,30000,35000,50000,참돔,자갈치
2024-08-28,30000,35000,50000,참돔,자갈치
2024-08-29,30000,35000,50000,참돔,자갈치
2024-08-30,30000,33340,35000,참돔,자갈치
2024-08-31,30000,35000,50000,참돔,자갈치
2024-09-01,30000,35000,50000,참돔,자갈치
2024-09-02,30000,35000,50000,참돔,자갈치
2024-09-04,30000,35000,50000,참돔,자갈치
2024-09-05,30000,33340,35000,참돔,자갈치
2024-09-06,30000,35000,50000,참돔,자갈치
2024-09-07,30000,35000,50000,참돔,자갈치
2024-09-08,30000,32500,35000,참돔,자갈치
2024-09-09,30000,35000,50000,참돔,자갈치
2024-09-10,30000,35000,50000,참돔,자갈치
2024-09-11,30000,32500,35000,참돔,자갈치
2024-09-12,30000,35000,50000,참돔,자갈치
2024-09-13,30000,35000,50000,참돔,자갈치
2024-09-14,30000,32500,35000,참돔,자갈치
2024-09-15,30000,35000,50000,참돔,자갈치
2024-09-16,30000,33340,35000,참돔,자갈치
2024-09-19,30000,35000,50000,참돔,자갈치
2024-09-20,30000,35000,50000,참돔,자갈치
2024-09-21,30000,35000,50000,참돔,자갈치
2024-09-22,30000,35000,50000,참돔,자갈치
2024-09-23,30000,32500,35000,참돔,자갈치
2024-09-24,30000,35000,50000,참돔,자갈치
2024-09-25,30000,33340,35000,참돔,자갈치
2024-09-26,30000,35000,50000,참돔,자갈치
2024-09-27,30000,35000,50000,참돔,자갈치
2024-09-28,30000,35000,50000,참돔,자갈치
2024-09-29,30000,35000,50000,참돔,자갈치
2024-09-30,30000,35000,50000,참돔,자갈치
2024-10-02,30000,35000,50000,참돔,자갈치
2024-10-03,30000,35000,50000,참돔,자갈치
2024-10-04,30000,32500,35000,참돔,자갈치
2024-10-05,30000,35000,50000,참돔,자갈치
2024-10-06,30000,32500,35000,참돔,자갈치
2024-10-07,30000,35000,50000,참돔,자갈치
2024-10-08,30000,35000,50000,참돔,자갈치
2024-10-09,30000,32500,35000,참돔,자갈치
2024-10-10,30000,35000,50000,참돔,자갈치
2024-10-11,30000,35000,50000,참돔,자갈치
2024-10-12,30000,32500,35000,참돔,자갈치
2024-10-13,30000,32500,35000,참돔,자갈치
2024-10-14,30000,35000,50000,참돔,자갈치
2024-10-16,30000,32500,35000,참돔,자갈치
2024-10-17,30000,35000,50000,참돔,자갈치
2024-10-18,30000,35000,50000,참돔,자갈치
2024-10-19,30000,32500,35000,참돔,자갈치
2024-10-20,30000,33340,35000,참돔,자갈치
2024-10-21,30000,40000,50000,참돔,자갈치
2024-10-22,30000,35000,50000,참돔,자갈치
2024-10-23,30000,35000,50000,참돔,자갈치
2024-10-24,30000,35000,50000,참돔,자갈치
2024-10-25,30000,32500,35000,참돔,자갈치
2024-10-26,30000,32500,35000,참돔,자갈치
2024-10-27,30000,35000,50000,참돔,자갈치
2024-10-28,30000,35000,50000,참돔,자갈치
2024-10-30,30000,35000,50000,참돔,자갈치
2024-10-31,30000,35000,50000,참돔,자갈치
2024-11-01,30000,40000,50000,참돔,자갈치
2024-11-02,30000,35000,50000,참돔,자갈치
2024-11-03,30000,32500,35000,참돔,자갈치
2024-11-04,30000,35000,50000,참돔,자갈치
2024-11-06,30000,35000,50000,참돔,자갈치
2024-11-07,30000,32500,35000,참돔,자갈치
2024-11-08,30000,32500,35000,참돔,자갈치
2024-11-09,30000,35000,50000,참돔,자갈치
2024-11-10,30000,35000,50000,참돔,자갈치
2024-11-11,30000,35000,50000,참돔,자갈치
